source_state,source_city,destination_state,destination_city,vehicle_type,charging_capacity_kW,distance_km,num_ev_stations_route,charger_power_kW,charging_capacity_kWh,charging_duration_hours
Tamil Nadu,Vellore,Andhra Pradesh,Guntur,2W,7.2,319.0,35.0,7.4,60,8.11
Andhra Pradesh,Guntur,Andhra Pradesh,Guntur,4W,100.0,154.0,49.0,7.4,60,8.11
Andhra Pradesh,Vijayawada,Tamil Nadu,Salem,2W,100.0,451.0,41.0,100.0,20,0.2
Andhra Pradesh,Coimbatore,Tamil Nadu,Coimbatore,3W,22.0,497.0,36.0,50.0,30,0.6
Tamil Nadu,Chennai,Andhra Pradesh,Guntur,Bus,3.3,479.0,25.0,7.4,40,5.41
Andhra Pradesh,Guntur,Andhra Pradesh,Guntur,Bus,100.0,144.0,31.0,11.0,20,1.82
Tamil Nadu,Madurai,Andhra Pradesh,Nellore,2W,11.0,511.0,47.0,11.0,40,3.64
Andhra Pradesh,Guntur,Tamil Nadu,Madurai,2W,22.0,546.0,33.0,3.3,75,22.73
Tamil Nadu,Coimbatore,Andhra Pradesh,Vijayawada,3W,11.0,304.0,45.0,7.4,40,5.41
Tamil Nadu,Madurai,Andhra Pradesh,Kurnool,2W,11.0,230.0,14.0,50.0,60,1.2
Andhra Pradesh,Vellore,Andhra Pradesh,Tirupati,4W,11.0,59.0,44.0,100.0,40,0.4
Andhra Pradesh,Kurnool,Tamil Nadu,Vellore,3W,3.3,304.0,17.0,11.0,60,5.45
Tamil Nadu,Vellore,Andhra Pradesh,Nellore,2W,100.0,242.0,25.0,22.0,75,3.41
Tamil Nadu,Salem,Tamil Nadu,Chennai,3W,50.0,389.0,1.0,11.0,40,3.64
Andhra Pradesh,Tirupati,Andhra Pradesh,Vijayawada,2W,150.0,212.0,29.0,7.4,75,10.14
Tamil Nadu,Coimbatore,Tamil Nadu,Chennai,3W,7.2,506.0,1.0,7.4,50,6.76
Tamil Nadu,Salem,Tamil Nadu,Vellore,3W,50.0,157.0,41.0,3.3,60,18.18
Tamil Nadu,Chennai,Andhra Pradesh,Kurnool,2W,50.0,209.0,17.0,7.4,75,10.14
Andhra Pradesh,Tirupati,Tamil Nadu,Vellore,Bus,22.0,188.0,28.0,3.3,50,15.15
Tamil Nadu,Chennai,Tamil Nadu,Coimbatore,2W,22.0,294.0,22.0,3.3,50,15.15
Andhra Pradesh,Nellore,Tamil Nadu,Salem,2W,50.0,12.0,4.0,100.0,75,0.75
Andhra Pradesh,Tirupati,Tamil Nadu,Vellore,4W,3.3,449.0,8.0,50.0,20,0.4
Tamil Nadu,Vellore,Andhra Pradesh,Tirupati,2W,50.0,302.0,6.0,11.0,20,1.82
Tamil Nadu,Vellore,Andhra Pradesh,Kurnool,3W,7.2,66.0,28.0,22.0,50,2.27
Tamil Nadu,Madurai,Tamil Nadu,Salem,4W,3.3,202.0,3.0,3.3,75,22.73
Tamil Nadu,Chennai,Andhra Pradesh,Nellore,Bus,50.0,206.0,34.0,50.0,75,1.5
Andhra Pradesh,Nellore,Tamil Nadu,Coimbatore,3W,11.0,304.0,25.0,100.0,30,0.3
Andhra Pradesh,Vijayawada,Tamil Nadu,Madurai,2W,22.0,218.0,26.0,7.4,30,4.05
Tamil Nadu,Coimbatore,Tamil Nadu,Chennai,3W,50.0,523.0,30.0,50.0,20,0.4
Andhra Pradesh,Vijayawada,Tamil Nadu,Madurai,2W,22.0,307.0,38.0,7.4,75,10.14
Andhra Pradesh,Nellore,Tamil Nadu,Salem,Bus,22.0,496.0,18.0,50.0,40,0.8
Andhra Pradesh,Tirupati,Andhra Pradesh,Guntur,4W,7.2,304.0,8.0,7.4,40,5.41
Andhra Pradesh,Guntur,Andhra Pradesh,Vijayawada,2W,150.0,36.0,48.0,7.4,30,4.05
Tamil Nadu,Chennai,Andhra Pradesh,Guntur,3W,150.0,531.0,43.0,22.0,30,1.36
Tamil Nadu,Vellore,Andhra Pradesh,Guntur,4W,7.2,222.0,25.0,11.0,20,1.82
Tamil Nadu,Madurai,Tamil Nadu,Chennai,2W,7.2,105.0,43.0,50.0,30,0.6
Tamil Nadu,Vellore,Tamil Nadu,Madurai,2W,7.2,316.0,25.0,50.0,60,1.2
Andhra Pradesh,Guntur,Andhra Pradesh,Tirupati,Bus,22.0,304.0,13.0,100.0,20,0.2
Andhra Pradesh,Vijayawada,Tamil Nadu,Chennai,3W,100.0,114.0,38.0,100.0,60,0.6
Tamil Nadu,Chennai,Tamil Nadu,Chennai,2W,22.0,288.0,27.0,50.0,50,1.0
Andhra Pradesh,Vijayawada,Tamil Nadu,Kurnool,Bus,22.0,17.0,22.0,100.0,60,0.6
Tamil Nadu,Madurai,Tamil Nadu,Tirupati,Bus,150.0,246.0,31.0,7.4,50,6.76
Andhra Pradesh,Vijayawada,Tamil Nadu,Salem,2W,11.0,412.0,38.0,7.4,50,6.76
Andhra Pradesh,Tirupati,Andhra Pradesh,Tirupati,2W,11.0,63.0,11.0,100.0,40,0.4
Andhra Pradesh,Guntur,Tamil Nadu,Vellore,2W,11.0,507.0,36.0,3.3,20,6.06
Tamil Nadu,Chennai,Andhra Pradesh,Guntur,2W,11.0,490.0,36.0,100.0,20,0.2
Andhra Pradesh,Kurnool,Tamil Nadu,Coimbatore,2W,22.0,84.0,21.0,3.3,20,6.06
Tamil Nadu,Vellore,Tamil Nadu,Tirupati,Bus,150.0,343.0,43.0,11.0,40,3.64
Andhra Pradesh,Vijayawada,Tamil Nadu,Madurai,2W,3.3,196.0,13.0,7.4,60,8.11
Tamil Nadu,Madurai,Andhra Pradesh,Tirupati,4W,11.0,425.0,12.0,50.0,40,0.8
Andhra Pradesh,Tirupati,Tamil Nadu,Coimbatore,3W,7.2,521.0,14.0,3.3,30,9.09
Andhra Pradesh,Kurnool,Tamil Nadu,Coimbatore,2W,3.3,38.0,28.0,100.0,50,0.5
Andhra Pradesh,Tirupati,Andhra Pradesh,Nellore,3W,7.2,481.0,49.0,11.0,75,6.82
Andhra Pradesh,Tirupati,Andhra Pradesh,Guntur,4W,150.0,340.0,13.0,7.4,30,4.05
Andhra Pradesh,Coimbatore,Tamil Nadu,Chennai,3W,150.0,567.0,30.0,7.4,30,4.05
Andhra Pradesh,Nellore,Andhra Pradesh,Tirupati,4W,22.0,467.0,1.0,22.0,30,1.36
Andhra Pradesh,Tirupati,Tamil Nadu,Coimbatore,4W,11.0,130.0,49.0,50.0,75,1.5
Tamil Nadu,Chennai,Tamil Nadu,Tirupati,Bus,100.0,354.0,36.0,22.0,20,0.91
Andhra Pradesh,Tirupati,Andhra Pradesh,Tirupati,4W,11.0,519.0,21.0,22.0,20,0.91
Andhra Pradesh,Guntur,Andhra Pradesh,Guntur,4W,11.0,301.0,26.0,100.0,20,0.2
Tamil Nadu,Chennai,Tamil Nadu,Salem,Bus,3.3,190.0,19.0,7.4,50,6.76
Andhra Pradesh,Vijayawada,Tamil Nadu,Chennai,3W,22.0,306.0,7.0,50.0,40,0.8
Andhra Pradesh,Nellore,Tamil Nadu,Madurai,Bus,100.0,15.0,49.0,100.0,40,0.4
Andhra Pradesh,Kurnool,Tamil Nadu,Madurai,4W,100.0,515.0,17.0,7.4,75,10.14
Tamil Nadu,Vellore,Andhra Pradesh,Vijayawada,4W,3.3,542.0,41.0,100.0,30,0.3
Andhra Pradesh,Vijayawada,Andhra Pradesh,Tirupati,3W,3.3,446.0,33.0,100.0,20,0.2
Andhra Pradesh,Tirupati,Tamil Nadu,Kurnool,4W,3.3,324.0,35.0,11.0,40,3.64
Tamil Nadu,Chennai,Tamil Nadu,Vellore,Bus,22.0,323.0,11.0,7.4,20,2.7
Tamil Nadu,Coimbatore,Andhra Pradesh,Vijayawada,3W,100.0,186.0,44.0,22.0,30,1.36
Tamil Nadu,Coimbatore,Andhra Pradesh,Nellore,2W,50.0,234.0,2.0,3.3,40,12.12
Andhra Pradesh,Kurnool,Tamil Nadu,Chennai,3W,11.0,531.0,44.0,11.0,40,3.64
Andhra Pradesh,Tirupati,Tamil Nadu,Vellore,Bus,100.0,552.0,37.0,11.0,75,6.82
Andhra Pradesh,Nellore,Tamil Nadu,Vellore,2W,150.0,559.0,8.0,11.0,75,6.82
Tamil Nadu,Chennai,Andhra Pradesh,Guntur,2W,150.0,578.0,20.0,100.0,20,0.2
Andhra Pradesh,Nellore,Andhra Pradesh,Nellore,Bus,100.0,324.0,31.0,11.0,40,3.64
Tamil Nadu,Chennai,Andhra Pradesh,Kurnool,Bus,50.0,489.0,11.0,100.0,20,0.2
Tamil Nadu,Salem,Andhra Pradesh,Guntur,3W,150.0,541.0,38.0,100.0,30,0.3
Tamil Nadu,Vellore,Andhra Pradesh,Vijayawada,Bus,3.3,324.0,3.0,3.3,20,6.06
Tamil Nadu,Vellore,Andhra Pradesh,Nellore,2W,3.3,304.0,38.0,7.4,75,10.14
Tamil Nadu,Coimbatore,Tamil Nadu,Madurai,3W,22.0,290.0,20.0,7.4,20,2.7
Tamil Nadu,Coimbatore,Tamil Nadu,Chennai,4W,100.0,555.0,2.0,11.0,20,1.82
Tamil Nadu,Madurai,Andhra Pradesh,Tirupati,2W,7.2,304.0,17.0,100.0,50,0.5
Tamil Nadu,Madurai,Tamil Nadu,Salem,2W,11.0,84.0,43.0,100.0,75,0.75
Andhra Pradesh,Nellore,Andhra Pradesh,Kurnool,Bus,22.0,113.0,16.0,50.0,30,0.6
Tamil Nadu,Salem,Tamil Nadu,Coimbatore,Bus,11.0,412.0,26.0,22.0,60,2.73
Andhra Pradesh,Kurnool,Andhra Pradesh,Guntur,3W,100.0,506.0,26.0,3.3,40,12.12
Tamil Nadu,Vellore,Tamil Nadu,Vellore,Bus,50.0,448.0,12.0,100.0,30,0.3
Tamil Nadu,Madurai,Andhra Pradesh,Guntur,3W,50.0,219.0,25.0,50.0,50,1.0
Andhra Pradesh,Nellore,Andhra Pradesh,Tirupati,3W,11.0,554.0,36.0,50.0,60,1.2
Tamil Nadu,Madurai,Andhra Pradesh,Nellore,4W,22.0,371.0,28.0,22.0,40,1.82
Andhra Pradesh,Tirupati,Tamil Nadu,Coimbatore,2W,22.0,118.0,32.0,11.0,75,6.82
Tamil Nadu,Coimbatore,Andhra Pradesh,Vijayawada,2W,3.3,338.0,44.0,11.0,30,2.73
Tamil Nadu,Chennai,Tamil Nadu,Chennai,Bus,11.0,528.0,20.0,3.3,20,6.06
Andhra Pradesh,Salem,Tamil Nadu,Vijayawada,Bus,100.0,412.0,35.0,100.0,40,0.4
Andhra Pradesh,Salem,Andhra Pradesh,Vijayawada,2W,150.0,304.0,39.0,100.0,75,0.75
Andhra Pradesh,Guntur,Tamil Nadu,Vellore,3W,100.0,240.0,2.0,100.0,75,0.75
Tamil Nadu,Coimbatore,Tamil Nadu,Madurai,2W,100.0,11.0,42.0,22.0,75,3.41
Tamil Nadu,Madurai,Andhra Pradesh,Kurnool,2W,100.0,294.0,47.0,3.3,50,15.15
Tamil Nadu,Salem,Tamil Nadu,Salem,4W,50.0,74.0,19.0,3.3,20,6.06
Andhra Pradesh,Guntur,Andhra Pradesh,Vijayawada,Bus,3.3,96.0,25.0,3.3,50,15.15
Andhra Pradesh,Guntur,Tamil Nadu,Coimbatore,2W,50.0,480.0,2.0,50.0,50,1.0
Tamil Nadu,Vellore,Andhra Pradesh,Vijayawada,3W,150.0,321.0,12.0,3.3,50,15.15
Tamil Nadu,Vellore,Tamil Nadu,Chennai,Bus,100.0,408.0,10.0,7.4,60,8.11
Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,4W,11.0,29.0,21.0,100.0,20,0.2
Tamil Nadu,Vellore,Tamil Nadu,Madurai,2W,7.2,108.0,21.0,11.0,30,2.73
Andhra Pradesh,Kurnool,Andhra Pradesh,Guntur,Bus,100.0,207.0,17.0,22.0,75,3.41
Andhra Pradesh,Guntur,Tamil Nadu,Chennai,4W,3.3,266.0,16.0,3.3,50,15.15
Tamil Nadu,Salem,Andhra Pradesh,Vijayawada,2W,150.0,514.0,1.0,50.0,30,0.6
Andhra Pradesh,Coimbatore,Andhra Pradesh,Nellore,Bus,11.0,13.0,28.0,100.0,75,0.75
Tamil Nadu,Salem,Tamil Nadu,Vellore,3W,7.2,276.0,49.0,100.0,60,0.6
Andhra Pradesh,Kurnool,Tamil Nadu,Salem,2W,3.3,585.0,13.0,22.0,40,1.82
Andhra Pradesh,Kurnool,Tamil Nadu,Kurnool,3W,11.0,530.0,48.0,22.0,40,1.82
Tamil Nadu,Madurai,Andhra Pradesh,Guntur,2W,22.0,123.0,5.0,11.0,50,4.55
Tamil Nadu,Madurai,Andhra Pradesh,Nellore,2W,7.2,325.0,15.0,50.0,30,0.6
Andhra Pradesh,Nellore,Tamil Nadu,Chennai,Bus,22.0,267.0,19.0,3.3,75,22.73
Andhra Pradesh,Guntur,Tamil Nadu,Coimbatore,2W,50.0,434.0,1.0,22.0,20,0.91
Tamil Nadu,Vellore,Tamil Nadu,Chennai,3W,11.0,377.0,40.0,7.4,40,5.41
Tamil Nadu,Chennai,Andhra Pradesh,Guntur,2W,7.2,516.0,38.0,7.4,30,4.05
Andhra Pradesh,Coimbatore,Andhra Pradesh,Nellore,Bus,150.0,54.0,27.0,3.3,20,6.06
Andhra Pradesh,Nellore,Tamil Nadu,Vellore,3W,7.2,458.0,37.0,11.0,50,4.55
Tamil Nadu,Coimbatore,Andhra Pradesh,Kurnool,3W,3.3,226.0,36.0,50.0,75,1.5
Tamil Nadu,Vellore,Tamil Nadu,Vellore,2W,100.0,304.0,12.0,50.0,60,1.2
Andhra Pradesh,Nellore,Andhra Pradesh,Guntur,3W,100.0,322.0,36.0,11.0,20,1.82
Andhra Pradesh,Kurnool,Andhra Pradesh,Kurnool,3W,100.0,335.0,41.0,100.0,20,0.2
Andhra Pradesh,Tirupati,Andhra Pradesh,Vijayawada,Bus,7.2,189.0,10.0,7.4,50,6.76
Andhra Pradesh,Kurnool,Tamil Nadu,Vellore,Bus,150.0,310.0,12.0,3.3,75,22.73
Andhra Pradesh,Tirupati,Tamil Nadu,Tirupati,3W,11.0,223.0,36.0,50.0,75,1.5
Andhra Pradesh,Nellore,Andhra Pradesh,Guntur,Bus,22.0,51.0,4.0,3.3,20,6.06
Andhra Pradesh,Nellore,Andhra Pradesh,Vijayawada,4W,11.0,304.0,42.0,7.4,40,5.41
Andhra Pradesh,Coimbatore,Tamil Nadu,Vellore,4W,150.0,232.0,44.0,3.3,40,12.12
Tamil Nadu,Coimbatore,Tamil Nadu,Salem,2W,3.3,15.0,31.0,50.0,40,0.8
Andhra Pradesh,Kurnool,Andhra Pradesh,Vijayawada,Bus,22.0,79.0,29.0,11.0,20,1.82
Andhra Pradesh,Vellore,Andhra Pradesh,Kurnool,3W,7.2,576.0,39.0,22.0,20,0.91
Tamil Nadu,Salem,Tamil Nadu,Chennai,Bus,7.2,585.0,11.0,3.3,20,6.06
Tamil Nadu,Salem,Andhra Pradesh,Nellore,4W,22.0,436.0,17.0,100.0,75,0.75
Andhra Pradesh,Vijayawada,Andhra Pradesh,Guntur,2W,50.0,31.0,42.0,50.0,60,1.2
Tamil Nadu,Madurai,Andhra Pradesh,Guntur,3W,100.0,113.0,25.0,11.0,60,5.45
Tamil Nadu,Madurai,Andhra Pradesh,Vijayawada,2W,11.0,283.0,12.0,7.4,20,2.7
Tamil Nadu,Vellore,Tamil Nadu,Vellore,2W,3.3,400.0,2.0,50.0,60,1.2
Andhra Pradesh,Kurnool,Tamil Nadu,Salem,2W,22.0,204.0,9.0,22.0,50,2.27
Tamil Nadu,Madurai,Andhra Pradesh,Kurnool,2W,11.0,565.0,15.0,7.4,50,6.76
Andhra Pradesh,Tirupati,Tamil Nadu,Vellore,3W,11.0,508.0,45.0,7.4,40,5.41
Andhra Pradesh,Guntur,Tamil Nadu,Salem,3W,3.3,80.0,30.0,22.0,60,2.73
Tamil Nadu,Salem,Andhra Pradesh,Vijayawada,3W,11.0,379.0,28.0,11.0,20,1.82
Tamil Nadu,Coimbatore,Tamil Nadu,Madurai,2W,50.0,304.0,16.0,22.0,20,0.91
Tamil Nadu,Salem,Andhra Pradesh,Guntur,2W,50.0,494.0,43.0,100.0,30,0.3
Tamil Nadu,Chennai,Andhra Pradesh,Nellore,4W,11.0,241.0,1.0,11.0,30,2.73
Tamil Nadu,Vellore,Andhra Pradesh,Kurnool,3W,22.0,85.0,5.0,22.0,60,2.73
Andhra Pradesh,Coimbatore,Andhra Pradesh,Tirupati,2W,100.0,421.0,17.0,22.0,30,1.36
Andhra Pradesh,Kurnool,Tamil Nadu,Coimbatore,Bus,100.0,310.0,39.0,22.0,20,0.91
Andhra Pradesh,Tirupati,Tamil Nadu,Chennai,2W,7.2,36.0,46.0,7.4,40,5.41
Andhra Pradesh,Nellore,Andhra Pradesh,Guntur,2W,100.0,145.0,4.0,3.3,40,12.12
Tamil Nadu,Salem,Andhra Pradesh,Nellore,4W,7.2,145.0,30.0,22.0,30,1.36
Tamil Nadu,Madurai,Andhra Pradesh,Tirupati,2W,7.2,333.0,4.0,22.0,20,0.91
Tamil Nadu,Madurai,Andhra Pradesh,Tirupati,4W,100.0,197.0,1.0,11.0,40,3.64
Andhra Pradesh,Tirupati,Andhra Pradesh,Tirupati,2W,150.0,186.0,48.0,7.4,50,6.76
Andhra Pradesh,Guntur,Tamil Nadu,Chennai,4W,150.0,572.0,27.0,100.0,20,0.2
Andhra Pradesh,Tirupati,Tamil Nadu,Vellore,2W,3.3,259.0,6.0,50.0,60,1.2
Tamil Nadu,Chennai,Tamil Nadu,Tirupati,2W,22.0,354.0,12.0,7.4,60,8.11
Andhra Pradesh,Coimbatore,Tamil Nadu,Salem,Bus,22.0,511.0,38.0,11.0,40,3.64
Andhra Pradesh,Vijayawada,Tamil Nadu,Kurnool,3W,3.3,123.0,3.0,7.4,60,8.11
Andhra Pradesh,Tirupati,Tamil Nadu,Coimbatore,3W,22.0,24.0,37.0,100.0,50,0.5
Andhra Pradesh,Coimbatore,Andhra Pradesh,Nellore,3W,7.2,90.0,47.0,11.0,30,2.73
Tamil Nadu,Chennai,Andhra Pradesh,Nellore,Bus,11.0,374.0,49.0,7.4,20,2.7
Andhra Pradesh,Vijayawada,Andhra Pradesh,Tirupati,Bus,11.0,580.0,9.0,7.4,40,5.41
Tamil Nadu,Chennai,Andhra Pradesh,Nellore,3W,50.0,92.0,12.0,100.0,50,0.5
Tamil Nadu,Coimbatore,Tamil Nadu,Kurnool,4W,22.0,145.0,16.0,11.0,20,1.82
Tamil Nadu,Vellore,Tamil Nadu,Chennai,2W,150.0,414.0,12.0,50.0,20,0.4
Tamil Nadu,Madurai,Andhra Pradesh,Guntur,Bus,50.0,291.0,39.0,22.0,30,1.36
Andhra Pradesh,Nellore,Andhra Pradesh,Guntur,2W,7.2,511.0,30.0,50.0,75,1.5
Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,2W,50.0,567.0,14.0,7.4,75,10.14
Andhra Pradesh,Nellore,Andhra Pradesh,Vijayawada,Bus,50.0,317.0,30.0,7.4,30,4.05
Tamil Nadu,Madurai,Tamil Nadu,Vellore,4W,50.0,60.0,2.0,50.0,60,1.2
Andhra Pradesh,Vijayawada,Tamil Nadu,Vellore,4W,22.0,348.0,16.0,11.0,50,4.55
Andhra Pradesh,Vijayawada,Tamil Nadu,Chennai,2W,22.0,428.0,49.0,22.0,20,0.91
Andhra Pradesh,Guntur,Andhra Pradesh,Guntur,3W,22.0,49.0,41.0,22.0,50,2.27
Andhra Pradesh,Guntur,Tamil Nadu,Chennai,2W,3.3,577.0,30.0,50.0,30,0.6
Tamil Nadu,Coimbatore,Andhra Pradesh,Kurnool,3W,22.0,391.0,47.0,7.4,40,5.41
Andhra Pradesh,Tirupati,Andhra Pradesh,Vijayawada,3W,150.0,207.0,23.0,11.0,50,4.55
Andhra Pradesh,Guntur,Tamil Nadu,Salem,3W,150.0,304.0,10.0,50.0,75,1.5
Andhra Pradesh,Vijayawada,Andhra Pradesh,Guntur,Bus,100.0,160.0,7.0,100.0,20,0.2
Andhra Pradesh,Vijayawada,Tamil Nadu,Salem,4W,50.0,156.0,45.0,7.4,40,5.41
Tamil Nadu,Madurai,Andhra Pradesh,Guntur,4W,11.0,384.0,37.0,3.3,40,12.12
Andhra Pradesh,Madurai,Tamil Nadu,Madurai,4W,7.2,20.0,38.0,11.0,75,6.82
Andhra Pradesh,Kurnool,Tamil Nadu,Vellore,Bus,22.0,420.0,32.0,3.3,50,15.15
Andhra Pradesh,Guntur,Tamil Nadu,Coimbatore,4W,3.3,304.0,35.0,100.0,40,0.4
Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,4W,100.0,30.0,33.0,7.4,75,10.14
Andhra Pradesh,Kurnool,Tamil Nadu,Salem,4W,3.3,208.0,10.0,100.0,30,0.3
Tamil Nadu,Salem,Tamil Nadu,Coimbatore,4W,22.0,163.0,30.0,50.0,75,1.5
Andhra Pradesh,Nellore,Tamil Nadu,Chennai,2W,11.0,427.0,38.0,11.0,30,2.73
Tamil Nadu,Chennai,Andhra Pradesh,Vijayawada,2W,150.0,89.0,46.0,11.0,20,1.82
Tamil Nadu,Chennai,Andhra Pradesh,Vijayawada,2W,3.3,263.0,42.0,3.3,75,22.73
Andhra Pradesh,Guntur,Tamil Nadu,Coimbatore,Bus,100.0,337.0,25.0,11.0,60,5.45
Tamil Nadu,Vellore,Tamil Nadu,Vellore,Bus,150.0,599.0,28.0,7.4,75,10.14
Andhra Pradesh,Kurnool,Tamil Nadu,Madurai,Bus,100.0,415.0,47.0,50.0,60,1.2
Tamil Nadu,Coimbatore,Andhra Pradesh,Guntur,2W,3.3,342.0,41.0,50.0,20,0.4
Andhra Pradesh,Guntur,Tamil Nadu,Salem,3W,22.0,53.0,41.0,3.3,60,18.18
Andhra Pradesh,Guntur,Tamil Nadu,Chennai,2W,3.3,182.0,25.0,3.3,75,22.73
Tamil Nadu,Vellore,Tamil Nadu,Chennai,2W,3.3,304.0,37.0,7.4,75,10.14
Andhra Pradesh,Nellore,Andhra Pradesh,Vijayawada,3W,100.0,82.0,35.0,50.0,30,0.6
Tamil Nadu,Chennai,Andhra Pradesh,Tirupati,Bus,50.0,157.0,14.0,11.0,30,2.73
Andhra Pradesh,Vijayawada,Tamil Nadu,Vellore,2W,50.0,81.0,34.0,11.0,20,1.82
Andhra Pradesh,Coimbatore,Andhra Pradesh,Guntur,3W,22.0,589.0,7.0,3.3,60,18.18
Tamil Nadu,Salem,Andhra Pradesh,Kurnool,4W,150.0,499.0,11.0,7.4,75,10.14
Andhra Pradesh,Tirupati,Andhra Pradesh,Vijayawada,Bus,22.0,392.0,3.0,100.0,50,0.5
Tamil Nadu,Madurai,Andhra Pradesh,Tirupati,3W,22.0,201.0,6.0,50.0,40,0.8
Tamil Nadu,Coimbatore,Andhra Pradesh,Kurnool,2W,3.3,474.0,37.0,100.0,50,0.5
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,3W,100.0,338.0,26.0,7.4,30,4.05
Andhra Pradesh,Vijayawada,Andhra Pradesh,Guntur,Bus,100.0,70.0,34.0,11.0,40,3.64
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,4W,150.0,52.0,21.0,50.0,60,1.2
Andhra Pradesh,Guntur,Andhra Pradesh,Tirupati,Bus,3.3,459.0,2.0,3.3,20,6.06
Andhra Pradesh,Tirupati,Andhra Pradesh,Tirupati,3W,100.0,57.0,48.0,3.3,30,9.09
Tamil Nadu,Madurai,Tamil Nadu,Vellore,2W,11.0,210.0,4.0,22.0,40,1.82
Tamil Nadu,Chennai,Tamil Nadu,Madurai,4W,11.0,260.0,22.0,50.0,40,0.8
Andhra Pradesh,Guntur,Tamil Nadu,Vellore,2W,50.0,553.0,34.0,7.4,75,10.14
Tamil Nadu,Coimbatore,Andhra Pradesh,Kurnool,4W,11.0,250.0,6.0,7.4,60,8.11
Andhra Pradesh,Vellore,Andhra Pradesh,Tirupati,Bus,100.0,530.0,42.0,3.3,75,22.73
Andhra Pradesh,Tirupati,Andhra Pradesh,Tirupati,2W,100.0,349.0,38.0,100.0,75,0.75
Tamil Nadu,Coimbatore,Andhra Pradesh,Vijayawada,3W,100.0,339.0,20.0,7.4,75,10.14
Andhra Pradesh,Coimbatore,Andhra Pradesh,Nellore,3W,3.3,264.0,28.0,7.4,60,8.11
Andhra Pradesh,Vijayawada,Andhra Pradesh,Kurnool,3W,22.0,597.0,2.0,3.3,40,12.12
Andhra Pradesh,Guntur,Andhra Pradesh,Tirupati,Bus,7.2,304.0,21.0,22.0,40,1.82
Tamil Nadu,Salem,Andhra Pradesh,Guntur,Bus,100.0,26.0,16.0,7.4,20,2.7
Tamil Nadu,Salem,Andhra Pradesh,Kurnool,4W,22.0,192.0,4.0,100.0,75,0.75
Andhra Pradesh,Coimbatore,Andhra Pradesh,Tirupati,Bus,22.0,429.0,48.0,7.4,20,2.7
Tamil Nadu,Salem,Tamil Nadu,Salem,2W,11.0,580.0,25.0,7.4,40,5.41
Tamil Nadu,Chennai,Tamil Nadu,Chennai,2W,7.2,411.0,44.0,50.0,75,1.5
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,4W,3.3,320.0,40.0,7.4,40,5.41
Tamil Nadu,Salem,Tamil Nadu,Salem,Bus,3.3,362.0,10.0,11.0,50,4.55
Andhra Pradesh,Nellore,Andhra Pradesh,Nellore,Bus,7.2,484.0,19.0,50.0,20,0.4
Andhra Pradesh,Nellore,Andhra Pradesh,Guntur,4W,11.0,451.0,9.0,100.0,75,0.75
Andhra Pradesh,Nellore,Andhra Pradesh,Guntur,2W,22.0,333.0,24.0,3.3,20,6.06
Andhra Pradesh,Vijayawada,Tamil Nadu,Madurai,3W,150.0,304.0,3.0,100.0,75,0.75
Tamil Nadu,Chennai,Andhra Pradesh,Nellore,4W,3.3,413.0,45.0,22.0,60,2.73
Tamil Nadu,Madurai,Andhra Pradesh,Guntur,4W,100.0,155.0,30.0,3.3,75,22.73
Andhra Pradesh,Nellore,Tamil Nadu,Salem,3W,50.0,442.0,1.0,22.0,40,1.82
Andhra Pradesh,Vijayawada,Andhra Pradesh,Vijayawada,4W,11.0,292.0,29.0,50.0,50,1.0
Tamil Nadu,Vellore,Andhra Pradesh,Kurnool,2W,150.0,347.0,15.0,7.4,50,6.76
Tamil Nadu,Salem,Andhra Pradesh,Nellore,Bus,100.0,588.0,16.0,3.3,30,9.09
Andhra Pradesh,Guntur,Andhra Pradesh,Tirupati,2W,22.0,415.0,18.0,3.3,30,9.09
Tamil Nadu,Madurai,Tamil Nadu,Salem,3W,11.0,446.0,25.0,50.0,30,0.6
Andhra Pradesh,Coimbatore,Andhra Pradesh,Tirupati,2W,3.3,56.0,34.0,22.0,50,2.27
Tamil Nadu,Coimbatore,Andhra Pradesh,Vijayawada,3W,3.3,153.0,41.0,7.4,60,8.11
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,2W,7.2,35.0,18.0,100.0,50,0.5
Tamil Nadu,Madurai,Tamil Nadu,Chennai,Bus,7.2,591.0,40.0,50.0,30,0.6
Tamil Nadu,Chennai,Andhra Pradesh,Vijayawada,Bus,100.0,85.0,21.0,3.3,30,9.09
Tamil Nadu,Coimbatore,Tamil Nadu,Madurai,4W,150.0,412.0,29.0,22.0,30,1.36
Tamil Nadu,Madurai,Tamil Nadu,Vellore,2W,22.0,165.0,27.0,22.0,30,1.36
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,Bus,7.2,438.0,45.0,3.3,60,18.18
Tamil Nadu,Salem,Tamil Nadu,Coimbatore,4W,22.0,490.0,12.0,50.0,40,0.8
Andhra Pradesh,Nellore,Andhra Pradesh,Kurnool,4W,150.0,507.0,1.0,7.4,20,2.7
